Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Month,Year
44721,Max Jones,Florida,Technology,Accessories,Logitech Keyboard K120,72.6,5,-8.17,Jun,2022
44723,Brian Dahlen,Louisiana,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,53.7,6,10.2,Jun,2022
44723,Brian Dahlen,Louisiana,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",36.26,7,16.68,Jun,2022
44723,Brian Dahlen,Louisiana,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,15.76,Jun,2022
44723,Brian Dahlen,Louisiana,Office Supplies,Paper,Xerox 222,32.4,5,15.55,Jun,2022
44723,Brian Dahlen,Louisiana,Furniture,Furnishings,DAX Clear Channel Poster Frame,29.16,2,10.79,Jun,2022
44723,Jim Epp,Florida,Furniture,Chairs,Hon 2090 Â“Pillow SoftÂ” Series Mid Back Swivel/Tilt Chairs,1123.92,5,-182.64,Jun,2022
44723,Jim Epp,Florida,Technology,Phones,Cisco SPA301,249.58,2,31.2,Jun,2022
44723,Jim Epp,Florida,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.67,3,7.3,Jun,2022
44723,Jim Epp,Florida,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.77,2,7.6,Jun,2022
44723,Jim Epp,Florida,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,-62.88,Jun,2022
44723,Jim Epp,Florida,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.77,2,-3.14,Jun,2022
44723,Jim Epp,Florida,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.62,2,51.83,Jun,2022
44723,Jim Epp,Florida,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.81,4,21.14,Jun,2022
44724,Giulietta Baptist,Pennsylvania,Office Supplies,Paper,Xerox 1997,20.74,4,7.26,Jun,2022
44724,Giulietta Baptist,Pennsylvania,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",43.3,2,4.33,Jun,2022
44724,Laurel Elliston,Delaware,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",29.9,5,5.08,Jun,2022
44724,Jonathan Howell,Florida,Technology,Phones,Speck Products Candyshell Flip Case,55.98,2,4.2,Jun,2022
44724,Sam Zeldin,Indiana,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,6.88,Jun,2022
44725,Jennifer Jackson,California,Office Supplies,Binders,Aluminum Screw Posts,36.62,3,13.73,Jun,2022
44725,Dave Hallsten,Alabama,Office Supplies,Art,Newell 31,24.78,6,6.94,Jun,2022
44725,Dave Hallsten,Alabama,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,19.14,3,8.8,Jun,2022
44725,Dave Hallsten,Alabama,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,899.97,3,314.99,Jun,2022
44725,Dave Hallsten,Alabama,Office Supplies,Paper,Xerox 204,32.4,5,15.55,Jun,2022
44725,Penelope Sewall,Maine,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.88,Jun,2022
44725,Penelope Sewall,Maine,Office Supplies,Binders,Recycled Easel Ring Binders,29.84,2,13.43,Jun,2022
44725,Penelope Sewall,Maine,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,67.98,2,14.96,Jun,2022
44725,Barbara Fisher,Georgia,Office Supplies,Paper,Xerox 202,6.48,1,3.11,Jun,2022
44725,Frank Carlisle,Ohio,Office Supplies,Art,Newell 320,3.42,1,0.3,Jun,2022
44726,Alan Dominguez,Pennsylvania,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.07,6,5.11,Jun,2022
44727,Peter Fuller,Arizona,Office Supplies,Paper,Xerox 1895,9.57,2,2.99,Jun,2022
44727,Peter Fuller,Arizona,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.37,2,-19.56,Jun,2022
44727,Peter Fuller,Arizona,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.7,6,-36.47,Jun,2022
44727,Peter Fuller,Arizona,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",40.26,4,11.07,Jun,2022
44727,Amy Cox,Florida,Technology,Accessories,Belkin Standard 104 key USB Keyboard,11.67,1,-0.73,Jun,2022
44727,Grace Kelly,California,Technology,Phones,Jabra SPEAK 410,225.58,3,22.56,Jun,2022
44728,Philip Brown,Pennsylvania,Office Supplies,Envelopes,Peel & Seel Envelopes,6.21,2,2.17,Jun,2022
44728,Lycoris Saunders,Texas,Office Supplies,Envelopes,Staple envelope,28.75,3,9.34,Jun,2022
44728,Lycoris Saunders,Texas,Office Supplies,Paper,Xerox 188,27.22,3,9.87,Jun,2022
44728,Lycoris Saunders,Texas,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.37,2,-25.38,Jun,2022
44728,Lena Creighton,New York,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3050.38,3,1143.89,Jun,2022
44728,Lena Creighton,New York,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,133.98,2,33.5,Jun,2022
44730,Skye Norling,Arizona,Office Supplies,Paper,Xerox 1922,11.95,3,4.33,Jun,2022
44730,Skye Norling,Arizona,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4.54,7,-3.33,Jun,2022
44730,Skye Norling,Arizona,Office Supplies,Binders,Aluminum Screw Posts,9.16,2,-6.1,Jun,2022
44730,Skye Norling,Arizona,Furniture,Furnishings,Flat Face Poster Frame,75.36,5,20.72,Jun,2022
44730,Bruce Geld,California,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",51.98,2,15.07,Jun,2022
44730,Harold Ryan,Florida,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",13.63,4,3.58,Jun,2022
44730,Benjamin Venier,Tennessee,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,6.13,3,-4.49,Jun,2022
44730,Benjamin Venier,Tennessee,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",643.14,4,56.27,Jun,2022
44730,Benjamin Venier,Tennessee,Office Supplies,Paper,Xerox 21,20.74,4,7.26,Jun,2022
44730,Keith Herrera,Virginia,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",60.84,3,19.47,Jun,2022
44730,Keith Herrera,Virginia,Office Supplies,Storage,Tennsco Double-Tier Lockers,450.04,2,58.51,Jun,2022
44730,Keith Herrera,Virginia,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,34.6,2,16.61,Jun,2022
44730,Keith Herrera,Virginia,Technology,Phones,Cisco SPA301,467.97,3,140.39,Jun,2022
44730,Keith Herrera,Virginia,Office Supplies,Binders,JM Magazine Binder,33.02,2,15.85,Jun,2022
44731,Logan Haushalter,California,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,4.02,Jun,2022
44731,Logan Haushalter,California,Office Supplies,Paper,Xerox 231,6.48,1,3.11,Jun,2022
44731,Logan Haushalter,California,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,87.74,Jun,2022
44731,Maria Etezadi,Texas,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",5.79,2,-9.56,Jun,2022
44731,Katherine Murray,Texas,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,14.31,Jun,2022
44731,Paul Prost,Pennsylvania,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,5.9,2,1.99,Jun,2022
44732,Stewart Carmichael,California,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,6,100.48,Jun,2022
44732,Stewart Carmichael,California,Technology,Phones,netTALK DUO VoIP Telephone Service,125.98,3,47.24,Jun,2022
44732,Justin MacKendrick,Colorado,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,125.94,7,15.74,Jun,2022
44732,Becky Castell,Pennsylvania,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,319.98,2,92.0,Jun,2022
44733,Emily Phan,Florida,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,107.98,3,37.79,Jun,2022
44734,Ken Lonsdale,Utah,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,2.33,Jun,2022
44734,Michael Grace,Illinois,Furniture,Tables,Hon Rectangular Conference Tables,796.43,7,-525.64,Jun,2022
44734,Shaun Weien,New York,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.57,2,456.59,Jun,2022
44735,Rick Duston,Washington,Technology,Phones,Pyle PRT45 Retro HomeÂ Telephone,201.57,4,22.68,Jun,2022
44735,Christine Sundaresam,California,Technology,Phones,"Plantronics CS 50-USB -Â headsetÂ - Convertible, Monaural",217.58,2,19.04,Jun,2022
44735,Christine Sundaresam,California,Office Supplies,Fasteners,Assorted Color Push Pins,5.43,3,1.79,Jun,2022
44735,Christine Sundaresam,California,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.98,3,9.0,Jun,2022
44735,Randy Ferguson,Georgia,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,9.32,Jun,2022
44735,Randy Ferguson,Georgia,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,165.98,1,74.69,Jun,2022
44735,Randy Ferguson,Georgia,Technology,Accessories,Dell Slim USB Multimedia Keyboard,75.0,3,18.0,Jun,2022
44737,Cathy Hwang,Pennsylvania,Office Supplies,Paper,Xerox 211,31.1,6,10.89,Jun,2022
44737,Cathy Hwang,Pennsylvania,Office Supplies,Storage,Tennsco Industrial Shelving,78.26,2,-17.61,Jun,2022
44737,Jill Fjeld,California,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,204.85,5,57.36,Jun,2022
44737,Alan Barnes,California,Office Supplies,Art,Staples in misc. colors,20.96,2,5.24,Jun,2022
44737,Alan Barnes,California,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.75,3,27.74,Jun,2022
44737,Alan Barnes,California,Office Supplies,Storage,Tennsco Regal Shelving Units,304.23,3,9.13,Jun,2022
44737,Mark Van Huff,Texas,Office Supplies,Paper,Xerox 1884,47.95,3,16.18,Jun,2022
44737,Mark Van Huff,Texas,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.98,2,-1.48,Jun,2022
44737,Mark Van Huff,Texas,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",75.38,9,-20.73,Jun,2022
44737,Mark Van Huff,Texas,Office Supplies,Labels,Avery File Folder Labels,4.61,2,1.67,Jun,2022
44738,Laura Armstrong,Michigan,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,8.8,Jun,2022
44738,Sue Ann Reed,Virginia,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,4,69.1,Jun,2022
44738,Sue Ann Reed,Virginia,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15.42,1,4.16,Jun,2022
44738,Sue Ann Reed,Virginia,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04,8,21.09,Jun,2022
44738,Sue Ann Reed,Virginia,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,79.91,Jun,2022
44738,Valerie Dominguez,Texas,Technology,Phones,Polycom SoundStation2 EX ConferenceÂ phone,971.88,3,109.34,Jun,2022
44738,Dennis Bolton,Ohio,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),43.06,9,15.61,Jun,2022
44740,Craig Yedwab,Arizona,Office Supplies,Labels,Avery 501,5.9,2,1.99,Jun,2022
44740,Craig Yedwab,Arizona,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,621.76,4,46.63,Jun,2022
44740,Dorothy Wardle,Ohio,Office Supplies,Paper,Xerox 1999,15.55,3,5.44,Jun,2022
44740,Dorothy Wardle,Ohio,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94,6,-376.69,Jun,2022
44740,Mark Packer,Georgia,Office Supplies,Binders,GBC Recycled Regency Composition Covers,119.56,2,55.0,Jun,2022
44740,Mark Packer,Georgia,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",140.75,5,42.23,Jun,2022
44741,Steven Cartwright,Pennsylvania,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.1,1,1.76,Jun,2022
44741,Michelle Moray,New York,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾Â” x 11Â”",24.96,4,11.23,Jun,2022
44741,Sheri Gordon,New York,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,117.88,1,1.31,Jun,2022
44741,Neil FranzÃ¶sisch,Nebraska,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,269.98,2,72.89,Jun,2022
44744,Richard Bierner,Texas,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.78,4,-85.24,Jul,2022
44744,Rob Haberlin,Illinois,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.42,2,-5.83,Jul,2022
44744,Rob Haberlin,Illinois,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",382.12,6,-92.8,Jul,2022
44744,Rob Haberlin,Illinois,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,5,6.0,Jul,2022
44744,Rob Haberlin,Illinois,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,435.5,3,48.99,Jul,2022
44744,Rob Haberlin,Illinois,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Â” x 11Â”",11.17,2,3.77,Jul,2022
44744,Karl Braun,Florida,Office Supplies,Paper,Easy-staple paper,11.95,3,4.03,Jul,2022
44744,Karl Braun,Florida,Office Supplies,Paper,Xerox 1957,15.55,3,5.64,Jul,2022
44744,Steven Roelle,New York,Office Supplies,Paper,Xerox 209,19.44,3,9.33,Jul,2022
44744,Frank Atkinson,North Carolina,Technology,Phones,Geemarc AmpliPOWER60,74.24,1,8.35,Jul,2022
44744,Frank Atkinson,North Carolina,Furniture,Furnishings,24-Hour Round Wall Clock,159.84,10,45.95,Jul,2022
44744,Frank Atkinson,North Carolina,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,2.89,2,-2.31,Jul,2022
44744,Frank Atkinson,North Carolina,Office Supplies,Paper,Things To Do Today Pad,9.39,2,3.29,Jul,2022
44745,Bruce Degenhardt,Kentucky,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,4.97,Jul,2022
44745,Bruce Degenhardt,Kentucky,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,3,144.52,Jul,2022
44745,Deirdre Greer,Pennsylvania,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.46,2,-29.48,Jul,2022
44745,Deirdre Greer,Pennsylvania,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2,2.44,Jul,2022
44745,Deirdre Greer,Pennsylvania,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",282.89,9,56.58,Jul,2022
44746,Irene Maddox,Wisconsin,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,4,285.99,Jul,2022
44746,Alan Dominguez,New York,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,4.49,Jul,2022
44746,Julie Prescott,California,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,22.85,2,7.43,Jul,2022
44747,Barbara Fisher,North Carolina,Furniture,Furnishings,Stackable Trays,4.93,2,0.74,Jul,2022
44747,Barbara Fisher,North Carolina,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,5,-5.78,Jul,2022
44747,Victor Preis,Michigan,Office Supplies,Binders,Durable Pressboard Binders,19.0,5,8.93,Jul,2022
44747,Mitch Webber,Pennsylvania,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,34.8,3,2.18,Jul,2022
44747,Mitch Webber,Pennsylvania,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.98,3,-2.44,Jul,2022
44747,Roland Schwarz,North Carolina,Furniture,Furnishings,Stackable Trays,4.93,2,0.74,Jul,2022
44747,Roland Schwarz,North Carolina,Office Supplies,Labels,Avery 508,11.78,3,4.27,Jul,2022
44748,Kalyca Meade,New York,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,6.7,Jul,2022
44748,Kalyca Meade,New York,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,63.89,Jul,2022
44748,Kalyca Meade,New York,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,2.5,Jul,2022
44748,Kalyca Meade,New York,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,601.65,5,156.43,Jul,2022
44748,Paul Prost,Massachusetts,Furniture,Bookcases,Bush Mission Pointe Library,301.96,2,60.39,Jul,2022
44748,Sarah Jordon,California,Furniture,Chairs,Novimex Turbo Task Chair,170.35,3,-17.04,Jul,2022
44748,Barbara Fisher,New Jersey,Office Supplies,Art,Newell 333,11.12,4,2.89,Jul,2022
44750,Darrin Martin,Texas,Office Supplies,Paper,Xerox 1990,21.12,5,6.6,Jul,2022
44751,Claudia Bergmann,Massachusetts,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58,2,3.03,Jul,2022
44751,Claudia Bergmann,Massachusetts,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3,59.01,Jul,2022
44751,Emily Burns,Tennessee,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",5.16,3,0.84,Jul,2022
44751,Brian Thompson,Maryland,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,4,5.06,Jul,2022
44751,Brian Thompson,Maryland,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,464.97,3,209.24,Jul,2022
44751,Brian Thompson,Maryland,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,181.96,2,20.02,Jul,2022
44751,Brian Thompson,Maryland,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",12.39,3,5.7,Jul,2022
44751,Brian Thompson,Maryland,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",84.09,3,42.05,Jul,2022
44751,Brian Thompson,Maryland,Office Supplies,Art,Prismacolor Color Pencil Set,79.36,4,32.54,Jul,2022
44751,Brian Thompson,Maryland,Office Supplies,Binders,GBC Recycled VeloBinder Covers,153.36,9,70.55,Jul,2022
44751,Brian Thompson,Maryland,Office Supplies,Binders,Wilson Jones Active Use Binders,43.68,6,21.4,Jul,2022
44751,Brian Thompson,Maryland,Office Supplies,Storage,Project Tote Personal File,98.21,7,28.48,Jul,2022
44751,Matt Collins,Pennsylvania,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,269.98,3,40.5,Jul,2022
44751,Kean Nguyen,Texas,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.63,2,-121.58,Jul,2022
44752,Eric Hoffmann,Arizona,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.37,3,-2.24,Jul,2022
44752,Mike Vittorini,California,Office Supplies,Binders,Large Capacity Hanging Post Binders,39.92,2,12.97,Jul,2022
44753,Clytie Kelty,Pennsylvania,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,7,36.23,Jul,2022
44753,Clytie Kelty,Pennsylvania,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.5,3,-2.0,Jul,2022
44753,Clytie Kelty,Pennsylvania,Office Supplies,Binders,3M Organizer Strips,6.48,4,-4.75,Jul,2022
44753,Clytie Kelty,Pennsylvania,Furniture,Chairs,Novimex Fabric Task Chair,341.49,8,-73.18,Jul,2022
44753,Clytie Kelty,Pennsylvania,Office Supplies,Art,Newell 333,11.12,5,0.83,Jul,2022
44753,Clytie Kelty,Pennsylvania,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25.34,6,3.48,Jul,2022
44753,Shahid Collister,Washington,Office Supplies,Paper,Xerox 1896,29.97,3,13.49,Jul,2022
44753,Shahid Collister,Washington,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.35,3,34.42,Jul,2022
44753,Todd Sumrall,Delaware,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.84,4,-37.11,Jul,2022
44753,Todd Sumrall,Delaware,Technology,Phones,Wilson Electronics DB Pro Signal Booster,716.0,2,193.32,Jul,2022
44753,Todd Sumrall,Delaware,Office Supplies,Binders,Tuf-Vin Binders,221.06,7,103.9,Jul,2022
44754,Rob Lucas,Illinois,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",383.61,9,-5.48,Jul,2022
44754,Rob Lucas,Illinois,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,16.7,Jul,2022
44754,Rob Lucas,Illinois,Technology,Phones,Vtech CS6719,537.54,7,53.75,Jul,2022
44754,Rob Lucas,Illinois,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,1.93,2,-2.99,Jul,2022
44754,Rob Lucas,Illinois,Office Supplies,Art,Newell 32,6.91,3,0.69,Jul,2022
44754,Rob Lucas,Illinois,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7.76,1,-2.13,Jul,2022
44754,Rob Lucas,Illinois,Technology,Phones,GE 2-Jack Phone Line Splitter,659.17,4,49.44,Jul,2022
44754,Fred McMath,Texas,Technology,Phones,Vtech CS6719,307.17,4,30.72,Jul,2022
44755,Natalie DeCherney,New York,Office Supplies,Binders,GBC Plastic Binding Combs,11.81,2,4.28,Jul,2022
44755,Natalie DeCherney,New York,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,9,321.84,Jul,2022
44755,Natalie DeCherney,New York,Office Supplies,Paper,Easy-staple paper,9.96,2,4.68,Jul,2022
44755,Sara Luxemburg,Texas,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.57,6,-66.51,Jul,2022
44755,Neil Ducich,Georgia,Office Supplies,Paper,Xerox 1931,38.88,6,18.66,Jul,2022
44756,Toby Gnade,Arizona,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.74,3,-64.77,Jul,2022
44756,Toby Gnade,Arizona,Office Supplies,Paper,Xerox 1899,18.5,4,6.7,Jul,2022
44756,Toby Gnade,Arizona,Furniture,Chairs,SAFCO Arco Folding Chair,441.92,2,49.72,Jul,2022
44756,Toby Gnade,Arizona,Furniture,Bookcases,"Hon Metal Bookcases, Black",127.76,6,-191.65,Jul,2022
44758,Eleni McCrary,California,Furniture,Chairs,Hon 2090 Â“Pillow SoftÂ” Series Mid Back Swivel/Tilt Chairs,1348.7,6,-219.16,Jul,2022
44758,Eleni McCrary,California,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.15,3,78.77,Jul,2022
44758,Katrina Edelman,New York,Office Supplies,Paper,Petty Cash Envelope,80.88,3,39.63,Jul,2022
44758,Katrina Edelman,New York,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9,10,191.97,Jul,2022
44758,Michael Granlund,Maryland,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,1,43.78,Jul,2022
44758,Michael Granlund,Maryland,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",137.25,9,63.14,Jul,2022
44758,Michael Granlund,Maryland,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",11.52,4,5.41,Jul,2022
44759,Jessica Myrick,California,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.47,2,-13.8,Jul,2022
44759,Michael Paige,Florida,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,5,5.8,Jul,2022
44759,Victoria Brennan,Texas,Office Supplies,Labels,Avery 479,6.26,3,2.04,Jul,2022
44759,Victoria Brennan,Texas,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,14.43,4,3.43,Jul,2022
44760,Roland Fjeld,California,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,519.96,4,176.79,Jul,2022
44760,Karen Carlisle,New York,Office Supplies,Art,Newell 32,5.76,2,1.61,Jul,2022
44760,Pauline Johnson,New York,Office Supplies,Binders,Economy Binders,3.33,2,1.21,Jul,2022
44760,Pauline Johnson,New York,Technology,Phones,"Plantronics CS 50-USB -Â headsetÂ - Convertible, Monaural",135.99,1,36.72,Jul,2022
44760,Pauline Johnson,New York,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",7.38,1,2.14,Jul,2022
44761,Thais Sissman,Arizona,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,2.03,1,-1.35,Jul,2022
44762,Ralph Kennedy,Indiana,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,1,9.73,Jul,2022
44762,Ralph Kennedy,Indiana,Technology,Accessories,Imation Bio 8GB USBÂ Flash Drive ImationÂ Corp,831.2,5,124.68,Jul,2022
44762,Ralph Kennedy,Indiana,Office Supplies,Paper,Xerox 1981,26.4,5,11.88,Jul,2022
44762,Ralph Kennedy,Indiana,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",106.75,7,49.11,Jul,2022
44762,Ralph Kennedy,Indiana,Office Supplies,Paper,Tops White Computer Printout Paper,97.82,2,45.98,Jul,2022
44762,Ralph Kennedy,Indiana,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,38.18,Jul,2022
44762,Russell Applegate,Illinois,Office Supplies,Binders,Avery Durable Binders,2.88,5,-4.46,Jul,2022
44762,Russell Applegate,Illinois,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384.94,4,-126.48,Jul,2022
44762,Russell Applegate,Illinois,Technology,Phones,Pyle PMP37LED,153.58,2,13.44,Jul,2022
44762,Russell Applegate,Illinois,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43,5,-52.2,Jul,2022
44765,Tracy Hopkins,New York,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,68.94,3,20.68,Jul,2022
44765,Tracy Hopkins,New York,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3,50.24,Jul,2022
44765,Melanie Seite,New York,Office Supplies,Binders,Acco 3-Hole Punch,10.51,3,3.68,Jul,2022
44766,Shirley Schmidt,Kentucky,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,6.07,Jul,2022
